family_a	family_b	split_a	split_b	status	best_evalue
RF03716	RF03942	train	train	OK	1.2e-05
RF03716	RF03953	train	train	OK	3.9e-10
RF03716	RF03975	train	train	OK	0.0024
RF03716	RF03986	train	train	OK	3.7e-10
RF03716	RF03993	train	train	OK	9.4e-10
RF03716	RF04003	train	train	OK	6.9e-12
RF03716	RF04015	train	train	OK	0.0019
RF03716	RF04028	train	train	OK	0.0012
RF03716	RF04043	train	train	OK	0.0013
RF03716	RF04054	train	train	OK	5.8e-07
RF03716	RF04056	train	train	OK	9e-08
RF03716	RF04059	train	train	OK	0.0046
RF03716	RF04066	train	train	OK	5.6e-07
RF03716	RF04068	train	train	OK	5.2e-07
RF03716	RF04069	train	train	OK	2.1e-10
RF03716	RF04071	train	train	OK	0.0016
RF03716	RF04079	train	train	OK	5.8e-07
RF03716	RF04082	train	train	OK	8.6e-06
RF03716	RF04088	train	train	OK	0.0032
RF03716	RF04089	train	train	OK	2.5e-07
RF03716	RF04093	train	train	OK	1.6e-09
RF03716	RF04094	train	train	OK	0.0022
RF03716	RF04097	train	train	OK	5e-05
RF03716	RF04102	train	train	OK	3.6e-06
RF03716	RF04108	train	train	OK	8.2e-07
RF03716	RF04112	train	train	OK	5.6e-05
RF03716	RF04113	train	train	OK	1.7e-06
RF03716	RF04118	train	train	OK	7.1e-05
RF03716	RF04125	train	train	OK	1.9e-06
RF03716	RF04127	train	train	OK	0.0038
RF03716	RF04128	train	train	OK	1.6e-05
RF03716	RF04129	train	train	OK	0.00025
RF03716	RF04133	train	train	OK	1.4e-07
RF03716	RF04134	train	train	OK	8.1e-06
RF03716	RF04139	train	train	OK	2.6e-06
RF03716	RF04145	train	train	OK	1.4e-09
RF03716	RF04148	train	train	OK	3.5e-06
RF03716	RF04153	train	train	OK	6.1e-05
RF03716	RF04154	train	train	OK	0.0085
RF03716	RF04156	train	train	OK	7.7e-05
RF03716	RF04170	train	train	OK	5.5e-06
RF03716	RF04178	train	train	OK	0.0007
RF03716	RF04199	train	train	OK	0.0025
RF03716	RF04204	train	train	OK	0.00051
RF03716	RF04205	train	train	OK	0.00033
RF03716	RF04206	train	train	OK	3.8e-10
RF03716	RF04209	train	train	OK	0.00017
RF03716	RF04210	train	train	OK	0.0041
RF03716	RF04211	train	train	OK	5.1e-08
RF03716	RF04213	train	train	OK	1.3e-07
RF03716	RF04214	train	train	OK	2.6e-06
RF03716	RF04223	train	train	OK	1.6e-05
RF03716	RF04225	train	train	OK	0.0078
RF03716	RF04241	train	train	OK	1.1e-07
RF03716	RF04244	train	train	OK	0.00038
RF03716	RF04246	train	train	OK	0.0028
RF03716	RF04251	train	train	OK	8.2e-06
RF03716	RF04252	train	train	OK	9e-07
RF03716	RF04255	train	train	OK	5.4e-08
RF03716	RF04258	train	train	OK	0.0013
RF03716	RF04262	train	train	OK	4.7e-09
RF03716	RF04263	train	train	OK	6.5e-07
RF03716	RF04275	train	train	OK	6.4e-08
RF03716	RF04276	train	train	OK	4.5e-09
RF03716	RF04278	train	train	OK	0.0043
RF03716	RF04285	train	train	OK	0.0026
RF03717	RF03725	train	train	OK	0.00045
RF03717	RF03735	train	train	OK	0.00055
RF03717	RF03744	train	train	OK	5.3e-07
RF03717	RF03756	train	train	OK	8.9e-05
RF03717	RF03757	train	train	OK	1.5e-13
RF03717	RF03758	train	train	OK	3.1e-05
RF03717	RF03766	train	train	OK	0.0089
RF03717	RF03777	train	train	OK	1.3e-05
RF03717	RF03801	train	train	OK	0.0067
RF03717	RF03814	train	train	OK	1.6e-09
RF03717	RF03831	train	train	OK	5.4e-14
RF03717	RF03846	train	train	OK	3.7e-06
RF03717	RF03862	train	train	OK	7.2e-08
RF03717	RF03889	train	train	OK	5e-11
RF03717	RF03891	train	train	OK	2e-05
RF03717	RF03922	train	train	OK	0.0052
RF03717	RF03938	train	train	OK	4.4e-05
RF03717	RF03940	train	train	OK	4.3e-10
RF03717	RF03955	train	train	OK	0.00021
RF03717	RF03956	train	train	OK	1.7e-05
RF03717	RF03957	train	train	OK	1.2e-08
RF03717	RF03959	train	train	OK	0.00022
RF03717	RF03975	train	train	OK	1.9e-07
RF03717	RF03984	train	train	OK	0.00022
RF03717	RF03987	train	train	OK	4.8e-09
RF03717	RF03992	train	train	OK	8.7e-05
RF03717	RF04007	train	train	OK	7.8e-07
RF03717	RF04008	train	train	OK	4e-05
RF03717	RF04036	train	train	OK	2.4e-05
RF03717	RF04065	train	train	OK	0.0001
RF03717	RF04066	train	train	OK	0.0046
RF03717	RF04069	train	train	OK	1.9e-10
RF03717	RF04097	train	train	OK	1.3e-05
RF03717	RF04101	train	train	OK	0.0051
RF03717	RF04102	train	train	OK	1.1e-07
RF03717	RF04110	train	train	OK	0.00014
RF03717	RF04111	train	train	OK	4.3e-08
RF03717	RF04116	train	train	OK	2.9e-05
RF03717	RF04133	train	train	OK	1.2e-06
RF03717	RF04141	train	train	OK	0.0017
RF03717	RF04144	train	train	OK	1.2e-08
RF03717	RF04145	train	train	OK	4.3e-09
RF03717	RF04159	train	train	OK	3.7e-05
RF03717	RF04160	train	train	OK	2.3e-06
RF03717	RF04171	train	train	OK	6.9e-07
RF03717	RF04172	train	train	OK	7.4e-05
RF03717	RF04202	train	train	OK	5.6e-05
RF03717	RF04205	train	train	OK	0.00021
RF03717	RF04206	train	train	OK	4.7e-12
RF03717	RF04208	train	train	OK	0.0001
RF03717	RF04214	train	train	OK	7.1e-05
RF03717	RF04230	train	train	OK	5.6e-09
RF03717	RF04236	train	train	OK	8.1e-11
RF03717	RF04239	train	train	OK	1.1e-05
RF03717	RF04240	train	train	OK	6.8e-09
RF03717	RF04242	train	train	OK	9e-05
RF03717	RF04254	train	train	OK	1.4e-13
RF03717	RF04261	train	train	OK	3.3e-05
RF03717	RF04262	train	train	OK	6.1e-05
RF03717	RF04263	train	train	OK	1.4e-10
RF03717	RF04268	train	train	OK	1.7e-08
RF03718	RF03762	train	train	OK	0.0037
RF03718	RF03802	train	train	OK	0.00048
RF03718	RF03857	train	train	OK	1.3e-06
RF03718	RF03901	train	train	OK	0.0022
RF03718	RF03942	train	train	OK	0.0018
RF03718	RF03973	train	train	OK	4.2e-06
RF03718	RF04089	train	train	OK	0.0018
RF03718	RF04172	train	train	OK	0.0011
RF03718	RF04246	train	train	OK	0.0029
RF03718	RF04252	train	train	OK	0.0043
RF03718	RF04282	train	train	OK	0.00084
RF03718	RF04286	train	train	OK	0.0058
RF03719	RF03734	train	train	OK	1.6e-08
RF03719	RF03735	train	train	OK	2.7e-05
RF03719	RF03736	train	train	OK	1.5e-08
RF03719	RF03743	train	train	OK	2.1e-10
RF03719	RF03754	train	train	OK	1.1e-07
RF03719	RF03770	train	train	OK	0.0097
RF03719	RF03802	train	train	OK	1.1e-08
RF03719	RF03806	train	train	OK	1.5e-06
RF03719	RF03826	train	train	OK	0.0071
RF03719	RF03834	train	train	OK	7.6e-09
RF03719	RF03849	train	train	OK	1.7e-10
RF03719	RF03861	train	train	OK	0.00028
RF03719	RF03863	train	train	OK	7.2e-05
RF03719	RF03872	train	train	OK	1.2e-09
RF03719	RF03877	train	train	OK	3.3e-06
RF03719	RF03880	train	train	OK	1.8e-14
RF03719	RF03882	train	train	OK	5.6e-09
RF03719	RF03885	train	train	OK	0.0039
RF03719	RF03888	train	train	OK	5.5e-09
RF03719	RF03898	train	train	OK	0.0083
RF03719	RF03901	train	train	OK	0.00068
RF03719	RF03913	train	train	OK	2.1e-06
RF03719	RF03921	train	train	OK	8.6e-08
RF03719	RF03933	train	train	OK	0.0049
RF03719	RF03934	train	train	OK	0.00022
RF03719	RF03938	train	train	OK	1.1e-08
RF03719	RF03940	train	train	OK	2.3e-07
RF03719	RF03951	train	train	OK	5.5e-12
RF03719	RF03956	train	train	OK	5.1e-05
RF03719	RF03959	train	train	OK	8.5e-06
RF03719	RF03973	train	train	OK	0.00017
RF03719	RF03974	train	train	OK	0.0031
RF03719	RF03983	train	train	OK	4.2e-10
RF03719	RF04008	train	train	OK	0.00011
RF03719	RF04016	train	train	OK	0.00023
RF03719	RF04027	train	train	OK	0.00017
RF03719	RF04049	train	train	OK	0.0012
RF03719	RF04051	train	train	OK	2.4e-08
RF03719	RF04066	train	train	OK	5.4e-07
RF03719	RF04067	train	train	OK	3.3e-06
RF03719	RF04068	train	train	OK	3.4e-11
RF03719	RF04071	train	train	OK	0.00086
RF03719	RF04073	train	train	OK	7.5e-05
RF03719	RF04079	train	train	OK	0.0011
RF03719	RF04092	train	train	OK	2.9e-07
RF03719	RF04093	train	train	OK	3.9e-05
RF03719	RF04096	train	train	OK	7.1e-05
RF03719	RF04097	train	train	OK	1.5e-06
RF03719	RF04099	train	train	OK	6.9e-11
RF03719	RF04112	train	train	OK	4.6e-09
RF03719	RF04121	train	train	OK	1e-05
RF03719	RF04127	train	train	OK	0.00059
RF03719	RF04128	train	train	OK	0.0028
RF03719	RF04130	train	train	OK	0.00018
RF03719	RF04133	train	train	OK	0.00031
RF03719	RF04134	train	train	OK	2.4e-07
RF03719	RF04138	train	train	OK	1.4e-09
RF03719	RF04139	train	train	OK	2.5e-06
RF03719	RF04145	train	train	OK	2.1e-07
RF03719	RF04150	train	train	OK	1.3e-08
RF03719	RF04152	train	train	OK	0.0042
RF03719	RF04163	train	train	OK	0.0069
RF03719	RF04172	train	train	OK	0.00021
RF03719	RF04202	train	train	OK	2.5e-12
RF03719	RF04206	train	train	OK	6.5e-07
RF03719	RF04209	train	train	OK	6.9e-06
RF03719	RF04211	train	train	OK	4.1e-10
RF03719	RF04213	train	train	OK	3.5e-05
RF03719	RF04223	train	train	OK	0.007
RF03719	RF04230	train	train	OK	8.9e-08
RF03719	RF04239	train	train	OK	5.8e-09
RF03719	RF04240	train	train	OK	7.2e-09
RF03719	RF04262	train	train	OK	0.001
RF03719	RF04263	train	train	OK	6.9e-09
RF03719	RF04265	train	train	OK	2.7e-08
RF03719	RF04275	train	train	OK	7.7e-05
RF03720	RF03837	train	train	OK	1.8e-05
RF03720	RF03872	train	train	OK	6.7e-07
RF03720	RF03877	train	train	OK	2e-06
RF03720	RF03987	train	train	OK	1e-08
RF03720	RF04014	train	train	OK	1.1e-05
RF03720	RF04096	train	train	OK	2e-05
RF03720	RF04110	train	train	OK	0.00042
RF03720	RF04121	train	train	OK	3.4e-09
RF03720	RF04226	train	train	OK	0.00052
RF03720	RF04235	train	train	OK	0.00022
RF03720	RF04240	train	train	OK	6.3e-06
RF03720	RF04241	train	train	OK	0.00095
RF03721	RF04036	train	train	OK	1.1e-06
RF03721	RF04054	train	train	OK	0.00015
RF03721	RF04059	train	train	OK	7.5e-06
RF03721	RF04106	train	train	OK	4.4e-06
RF03721	RF04119	train	train	OK	0.00034
RF03721	RF04201	train	train	OK	0.0015
RF03721	RF04262	train	train	OK	0.0016
RF03722	RF03743	train	train	OK	2e-09
RF03722	RF03779	train	train	OK	7.1e-06
RF03722	RF03796	train	train	OK	0.00024
RF03722	RF03802	train	train	OK	1.7e-09
RF03722	RF03814	train	train	OK	2.4e-07
RF03722	RF03826	train	train	OK	1.5e-07
RF03722	RF03831	train	train	OK	1.2e-09
RF03722	RF03833	train	train	OK	3.4e-07
RF03722	RF03839	train	train	OK	0.0075
RF03722	RF03850	train	train	OK	2.7e-06
RF03722	RF03883	train	train	OK	8e-06
RF03722	RF03906	train	train	OK	3.9e-06
RF03722	RF03912	train	train	OK	3.1e-08
RF03722	RF03916	train	train	OK	3.7e-08
RF03722	RF03923	train	train	OK	6.6e-06
RF03722	RF03933	train	train	OK	0.007
RF03722	RF03951	train	train	OK	0.0027
RF03722	RF03955	train	train	OK	0.00023
RF03722	RF03973	train	train	OK	7.8e-05
RF03722	RF03993	train	train	OK	1.9e-10
RF03722	RF04003	train	train	OK	5.8e-07
RF03722	RF04019	train	train	OK	1.5e-05
RF03722	RF04027	train	train	OK	0.0046
RF03722	RF04036	train	train	OK	1.5e-08
RF03722	RF04043	train	train	OK	0.0026
RF03722	RF04061	train	train	OK	2.3e-07
RF03722	RF04071	train	train	OK	5.8e-05
RF03722	RF04087	train	train	OK	1.4e-06
RF03722	RF04095	train	train	OK	1.4e-05
RF03722	RF04099	train	train	OK	8.1e-08
RF03722	RF04108	train	train	OK	0.00011
RF03722	RF04112	train	train	OK	8.2e-06
RF03722	RF04114	train	train	OK	2.2e-09
RF03722	RF04118	train	train	OK	0.0011
RF03722	RF04127	train	train	OK	4e-05
RF03722	RF04128	train	train	OK	4.6e-05
RF03722	RF04133	train	train	OK	3.3e-06
RF03722	RF04134	train	train	OK	0.00011
RF03722	RF04136	train	train	OK	4.4e-08
RF03722	RF04145	train	train	OK	3.3e-09
RF03722	RF04153	train	train	OK	0.0019
RF03722	RF04156	train	train	OK	9e-05
RF03722	RF04157	train	train	OK	1.6e-06
RF03722	RF04172	train	train	OK	0.0073
RF03722	RF04187	train	train	OK	9.7e-05
RF03722	RF04197	train	train	OK	4.1e-06
RF03722	RF04205	train	train	OK	0.00031
RF03722	RF04209	train	train	OK	0.0017
RF03722	RF04211	train	train	OK	0.00011
RF03722	RF04230	train	train	OK	2.6e-06
RF03722	RF04248	train	train	OK	0.0086
RF03722	RF04251	train	train	OK	3.9e-07
RF03722	RF04261	train	train	OK	0.00028
RF03722	RF04263	train	train	OK	0.00034
RF03722	RF04269	train	train	OK	4.4e-06
RF03723	RF03729	train	train	OK	0.0024
RF03723	RF03743	train	train	OK	2.6e-10
RF03723	RF03751	train	train	OK	0.0012
RF03723	RF03765	train	train	OK	1.1e-05
RF03723	RF03790	train	train	OK	0.00033
RF03723	RF03792	train	train	OK	1.5e-07
RF03723	RF03828	train	train	OK	4.6e-06
RF03723	RF03843	train	train	OK	0.0016
RF03723	RF03844	train	train	OK	2.2e-07
RF03723	RF03866	train	train	OK	0.0075
RF03723	RF03888	train	train	OK	1.1e-13
RF03723	RF03894	train	train	OK	2.8e-05
RF03723	RF03908	train	train	OK	1.5e-05
RF03723	RF03910	train	train	OK	0.00029
RF03723	RF03921	train	train	OK	9.4e-10
RF03723	RF03960	train	train	OK	1.6e-08
RF03723	RF03975	train	train	OK	1.2e-08
RF03723	RF03978	train	train	OK	0.0071
RF03723	RF03979	train	train	OK	8e-06
RF03723	RF03984	train	train	OK	4.3e-06
RF03723	RF04007	train	train	OK	0.0013
RF03723	RF04019	train	train	OK	4.2e-09
RF03723	RF04068	train	train	OK	0.0026
RF03723	RF04102	train	train	OK	0.0032
RF03723	RF04105	train	train	OK	0.0059
RF03723	RF04144	train	train	OK	0.00051
RF03723	RF04148	train	train	OK	8e-07
RF03723	RF04159	train	train	OK	0.0034
RF03723	RF04197	train	train	OK	5.8e-06
RF03723	RF04199	train	train	OK	0.0032
RF03723	RF04209	train	train	OK	0.00088
RF03723	RF04211	train	train	OK	0.00018
RF03723	RF04226	train	train	OK	1.2e-09
RF03723	RF04288	train	train	OK	1.3e-07
RF03724	RF03987	train	train	OK	0.00088
RF03724	RF04138	train	train	OK	0.00012
RF03724	RF04226	train	train	OK	0.00016
RF03725	RF03846	train	train	OK	0.0007
RF03725	RF03873	train	train	OK	8.9e-05
RF03725	RF03891	train	train	OK	0.00047
RF03725	RF03894	train	train	OK	3e-06
RF03725	RF04050	train	train	OK	0.0088
RF03725	RF04185	train	train	OK	0.0035
RF03725	RF04202	train	train	OK	0.0055
RF03726	RF03756	train	train	OK	8.1e-06
RF03726	RF03757	train	train	OK	8.3e-11
RF03726	RF03771	train	train	OK	0.0033
RF03726	RF03774	train	train	OK	1.2e-05
RF03726	RF03776	train	train	OK	0.00059
RF03726	RF03788	train	train	OK	0.0025
RF03726	RF03837	train	train	OK	2.3e-09
RF03726	RF03861	train	train	OK	6.5e-06
RF03726	RF03863	train	train	OK	0.00015
RF03726	RF03882	train	train	OK	0.00037
RF03726	RF03908	train	train	OK	0.0001
RF03726	RF03936	train	train	OK	3.1e-06
RF03726	RF04062	train	train	OK	0.0037
RF03726	RF04092	train	train	OK	1.1e-07
RF03726	RF04096	train	train	OK	4.5e-10
RF03726	RF04104	train	train	OK	1.3e-07
RF03726	RF04121	train	train	OK	1.6e-08
RF03726	RF04132	train	train	OK	3.2e-08
RF03726	RF04186	train	train	OK	0.0011
RF03726	RF04220	train	train	OK	0.0091
RF03727	RF03732	train	train	OK	0.0023
RF03727	RF03777	train	train	OK	3.4e-08
RF03727	RF03799	train	train	OK	0.0035
RF03727	RF03831	train	train	OK	0.00037
RF03727	RF03832	train	train	OK	0.0067
RF03727	RF03844	train	train	OK	0.0025
RF03727	RF03894	train	train	OK	1.5e-07
RF03727	RF04007	train	train	OK	5e-05
RF03727	RF04013	train	train	OK	6.3e-05
RF03727	RF04119	train	train	OK	0.0021
RF03727	RF04187	train	train	OK	0.0077
RF03727	RF04226	train	train	OK	8.1e-06
RF03728	RF03743	train	train	OK	8.5e-05
RF03728	RF03749	train	train	OK	0.00071
RF03728	RF03754	train	train	OK	5.2e-06
RF03728	RF03799	train	train	OK	3.8e-05
RF03728	RF03913	train	train	OK	0.00028
RF03728	RF03916	train	train	OK	0.00049
RF03728	RF03933	train	train	OK	0.0097
RF03728	RF03974	train	train	OK	2.6e-08
RF03728	RF04003	train	train	OK	7.7e-09
RF03728	RF04049	train	train	OK	0.00018
RF03728	RF04099	train	train	OK	0.00043
RF03728	RF04147	train	train	OK	0.0012
RF03728	RF04156	train	train	OK	0.0094
RF03728	RF04160	train	train	OK	0.00053
RF03728	RF04161	train	train	OK	2.1e-09
RF03728	RF04245	train	train	OK	0.0032
RF03729	RF03732	train	train	OK	0.0013
RF03729	RF03735	train	train	OK	0.00039
RF03729	RF03751	train	train	OK	1.1e-07
RF03729	RF03754	train	train	OK	4.4e-06
RF03729	RF03880	train	train	OK	2.8e-11
RF03729	RF03908	train	train	OK	2.8e-11
RF03729	RF03912	train	train	OK	8.4e-11
RF03729	RF03951	train	train	OK	3.4e-10
RF03729	RF03953	train	train	OK	1.5e-05
RF03729	RF03959	train	train	OK	0.00089
RF03729	RF04021	train	train	OK	0.00036
RF03729	RF04029	train	train	OK	0.0031
RF03729	RF04041	train	train	OK	3.7e-06
RF03729	RF04057	train	train	OK	1.1e-07
RF03729	RF04070	train	train	OK	6.6e-05
RF03729	RF04071	train	train	OK	8.7e-05
RF03729	RF04095	train	train	OK	4e-08
RF03729	RF04106	train	train	OK	0.00059
RF03729	RF04108	train	train	OK	0.0027
RF03729	RF04125	train	train	OK	0.0035
RF03729	RF04128	train	train	OK	0.00053
RF03729	RF04139	train	train	OK	7.4e-05
RF03729	RF04154	train	train	OK	0.00075
RF03729	RF04157	train	train	OK	1.4e-06
RF03729	RF04186	train	train	OK	0.0011
RF03729	RF04206	train	train	OK	0.0013
RF03729	RF04208	train	train	OK	1.2e-07
RF03729	RF04248	train	train	OK	6.4e-08
RF03729	RF04251	train	train	OK	0.00065
RF03729	RF04254	train	train	OK	0.00043
RF03730	RF03788	train	train	OK	0.0033
RF03730	RF03820	train	train	OK	0.0025
RF03730	RF03837	train	train	OK	3.4e-05
RF03730	RF03863	train	train	OK	1.4e-06
RF03730	RF03996	train	train	OK	0.0019
RF03730	RF04007	train	train	OK	0.00016
RF03730	RF04054	train	train	OK	0.0019
RF03730	RF04063	train	train	OK	0.0019
RF03730	RF04066	train	train	OK	6.6e-06
RF03730	RF04117	train	train	OK	0.00022
RF03730	RF04121	train	train	OK	0.0051
RF03730	RF04131	train	train	OK	0.0045
RF03730	RF04204	train	train	OK	0.0028
RF03730	RF04236	train	train	OK	0.0006
RF03731	RF03743	train	train	OK	0.0042
RF03731	RF03747	train	train	OK	0.004
RF03731	RF03781	train	train	OK	0.00078
RF03731	RF03871	train	train	OK	0.00019
RF03731	RF03916	train	train	OK	0.0047
RF03731	RF04036	train	train	OK	0.0049
RF03731	RF04072	train	train	OK	1.1e-10
RF03731	RF04113	train	train	OK	0.008
RF03731	RF04202	train	train	OK	0.00032
RF03731	RF04239	train	train	OK	0.00016
RF03731	RF04252	train	train	OK	0.0055
RF03732	RF03741	train	train	OK	4.5e-07
RF03732	RF03766	train	train	OK	0.0089
RF03732	RF03771	train	train	OK	7.9e-05
RF03732	RF03814	train	train	OK	1.2e-09
RF03732	RF03819	train	train	OK	2.5e-06
RF03732	RF03831	train	train	OK	0.0052
RF03732	RF03832	train	train	OK	0.0004
RF03732	RF03870	train	train	OK	2.3e-05
RF03732	RF03871	train	train	OK	0.0051
RF03732	RF03877	train	train	OK	0.00023
RF03732	RF03889	train	train	OK	4.8e-06
RF03732	RF03910	train	train	OK	0.0068
RF03732	RF03916	train	train	OK	0.0032
RF03732	RF03924	train	train	OK	0.0039
RF03732	RF03946	train	train	OK	0.0034
RF03732	RF03957	train	train	OK	2.2e-10
RF03732	RF03964	train	train	OK	8.3e-07
RF03732	RF03988	train	train	OK	0.0018
RF03732	RF03991	train	train	OK	0.0016
RF03732	RF03992	train	train	OK	0.007
RF03732	RF04007	train	train	OK	3e-07
RF03732	RF04016	train	train	OK	5.6e-05
RF03732	RF04038	train	train	OK	4.5e-08
RF03732	RF04057	train	train	OK	1.3e-06
RF03732	RF04100	train	train	OK	5.4e-05
RF03732	RF04116	train	train	OK	0.0025
RF03732	RF04119	train	train	OK	5e-05
RF03732	RF04165	train	train	OK	3.6e-08
RF03732	RF04279	train	train	OK	1.8e-06
RF03733	RF03734	train	train	OK	0.00023
RF03733	RF03781	train	train	OK	2.8e-05
RF03733	RF03783	train	train	OK	1e-06
RF03733	RF03877	train	train	OK	0.00047
RF03733	RF04147	train	train	OK	0.00058
RF03733	RF04161	train	train	OK	2.3e-05
RF03733	RF04172	train	train	OK	0.0018
RF03734	RF03754	train	train	OK	4e-10
RF03734	RF03758	train	train	OK	2.6e-09
RF03734	RF03760	train	train	OK	1.7e-08
RF03734	RF03762	train	train	OK	2.5e-08
RF03734	RF03765	train	train	OK	9.2e-07
RF03734	RF03776	train	train	OK	2e-07
RF03734	RF03781	train	train	OK	4.3e-12
RF03734	RF03783	train	train	OK	1.8e-08
RF03734	RF03788	train	train	OK	3.5e-10
RF03734	RF03794	train	train	OK	0.0034
RF03734	RF03816	train	train	OK	6e-06
RF03734	RF03827	train	train	OK	0.005
RF03734	RF03834	train	train	OK	2.2e-08
RF03734	RF03849	train	train	OK	3.5e-12
RF03734	RF03861	train	train	OK	7.5e-06
RF03734	RF03870	train	train	OK	1e-07
RF03734	RF03871	train	train	OK	2.7e-05
RF03734	RF03872	train	train	OK	3.7e-11
RF03734	RF03876	train	train	OK	0.0042
RF03734	RF03877	train	train	OK	5.5e-09
RF03734	RF03880	train	train	OK	4.3e-11
RF03734	RF03882	train	train	OK	6.2e-07
RF03734	RF03888	train	train	OK	8.3e-11
RF03734	RF03912	train	train	OK	9.8e-05
RF03734	RF03922	train	train	OK	0.002
RF03734	RF03923	train	train	OK	2.6e-05
RF03734	RF03932	train	train	OK	1.5e-06
RF03734	RF03935	train	train	OK	2e-05
RF03734	RF03936	train	train	OK	1.7e-06
RF03734	RF03938	train	train	OK	4.9e-07
RF03734	RF03941	train	train	OK	1.9e-09
RF03734	RF03951	train	train	OK	1.4e-12
RF03734	RF03953	train	train	OK	3.4e-07
RF03734	RF03958	train	train	OK	6.9e-06
RF03734	RF03960	train	train	OK	7.4e-09
RF03734	RF03968	train	train	OK	0.00086
RF03734	RF03972	train	train	OK	4e-05
RF03734	RF03973	train	train	OK	8e-05
RF03734	RF03983	train	train	OK	1.3e-08
RF03734	RF03985	train	train	OK	0.00062
RF03734	RF03987	train	train	OK	2.8e-11
RF03734	RF04003	train	train	OK	6.7e-06
RF03734	RF04006	train	train	OK	3.5e-06
RF03734	RF04019	train	train	OK	1.4e-10
RF03734	RF04028	train	train	OK	0.00027
RF03734	RF04043	train	train	OK	0.00074
RF03734	RF04047	train	train	OK	2.4e-05
RF03734	RF04052	train	train	OK	9.5e-12
RF03734	RF04062	train	train	OK	3.1e-12
RF03734	RF04066	train	train	OK	2.4e-08
RF03734	RF04067	train	train	OK	2e-07
RF03734	RF04093	train	train	OK	0.0003
RF03734	RF04095	train	train	OK	9.7e-05
RF03734	RF04096	train	train	OK	2.7e-12
RF03734	RF04097	train	train	OK	1.1e-10
RF03734	RF04099	train	train	OK	8.8e-11
RF03734	RF04106	train	train	OK	4.8e-05
RF03734	RF04118	train	train	OK	0.0024
RF03734	RF04123	train	train	OK	9.9e-10
RF03734	RF04132	train	train	OK	2.1e-11
RF03734	RF04133	train	train	OK	7.3e-10
RF03734	RF04134	train	train	OK	1.5e-05
RF03734	RF04145	train	train	OK	3.8e-06
RF03734	RF04163	train	train	OK	4.2e-06
RF03734	RF04193	train	train	OK	0.0074
RF03734	RF04201	train	train	OK	5.3e-07
RF03734	RF04202	train	train	OK	7.2e-06
RF03734	RF04204	train	train	OK	6.2e-05
RF03734	RF04205	train	train	OK	0.0056
RF03734	RF04211	train	train	OK	1.8e-07
RF03734	RF04239	train	train	OK	1.3e-06
RF03734	RF04240	train	train	OK	2.2e-11
RF03734	RF04242	train	train	OK	7.9e-05
RF03734	RF04264	train	train	OK	2.2e-06
RF03734	RF04265	train	train	OK	5.6e-05
RF03734	RF04273	train	train	OK	0.00041
RF03734	RF04281	train	train	OK	0.00041
RF03735	RF03814	train	train	OK	0.00036
RF03735	RF03831	train	train	OK	0.0014
RF03735	RF03880	train	train	OK	0.00012
RF03735	RF03889	train	train	OK	0.0058
RF03735	RF03906	train	train	OK	0.003
RF03735	RF03940	train	train	OK	0.0016
RF03735	RF03959	train	train	OK	0.0046
RF03735	RF03975	train	train	OK	0.0098
RF03735	RF04024	train	train	OK	2.8e-05
RF03735	RF04036	train	train	OK	9.8e-05
RF03735	RF04069	train	train	OK	0.00023
RF03735	RF04099	train	train	OK	0.00041
RF03735	RF04197	train	train	OK	3.6e-05
RF03735	RF04239	train	train	OK	0.00065
RF03736	RF03738	train	train	OK	1.7e-05
RF03736	RF03760	train	train	OK	2.7e-09
RF03736	RF03765	train	train	OK	1.2e-06
RF03736	RF03766	train	train	OK	5.1e-07
RF03736	RF03769	train	train	OK	0.0053
RF03736	RF03801	train	train	OK	4.2e-05
RF03736	RF03811	train	train	OK	0.00012
RF03736	RF03834	train	train	OK	1.2e-11
RF03736	RF03847	train	train	OK	0.0008
RF03736	RF03861	train	train	OK	0.0098
RF03736	RF03868	train	train	OK	0.00043
RF03736	RF03870	train	train	OK	1.6e-13
RF03736	RF03871	train	train	OK	7.5e-08
RF03736	RF03877	train	train	OK	5.2e-07
RF03736	RF03888	train	train	OK	2.8e-05
RF03736	RF03889	train	train	OK	0.0013
RF03736	RF03929	train	train	OK	1.7e-06
RF03736	RF03935	train	train	OK	7.4e-08
RF03736	RF03941	train	train	OK	2.5e-07
RF03736	RF03956	train	train	OK	0.0017
RF03736	RF03976	train	train	OK	5.8e-09
RF03736	RF04011	train	train	OK	1.9e-14
RF03736	RF04016	train	train	OK	0.0049
RF03736	RF04027	train	train	OK	0.00059
RF03736	RF04057	train	train	OK	1.1e-07
RF03736	RF04096	train	train	OK	3.6e-10
RF03736	RF04106	train	train	OK	4.3e-07
RF03736	RF04119	train	train	OK	3.9e-07
RF03736	RF04123	train	train	OK	3e-07
RF03736	RF04128	train	train	OK	2.7e-06
RF03736	RF04132	train	train	OK	5e-12
RF03736	RF04134	train	train	OK	3e-10
RF03736	RF04141	train	train	OK	0.00018
RF03736	RF04151	train	train	OK	6.1e-07
RF03736	RF04204	train	train	OK	0.00052
RF03736	RF04262	train	train	OK	4.6e-05
RF03736	RF04265	train	train	OK	2.2e-07
RF03736	RF04268	train	train	OK	9e-05
RF03736	RF04276	train	train	OK	1.6e-06
RF03737	RF03795	train	train	OK	0.0018
RF03737	RF03987	train	train	OK	0.0037
RF03738	RF03739	train	train	OK	0.0059
